,User_A,User_B,Interaction
6854,upshotme,upshotme,Tweet
6855,SueSuezep,mi6rogue,Retweet
6856,MGScott9,MGScott9,Tweet
6857,LuckieTrumpster,jamesjrogers,Retweet
6858,Mme_Teajay,davidchiarelli,Retweet
6859,upshotme,upshotme,Tweet
6860,davidchiarelli,davidchiarelli,Retweet
6861,Mme_Teajay,davidchiarelli,Retweet
6862,Eastcoast_Scott,davidchiarelli,Retweet
6863,davidchiarelli,davidchiarelli,Retweet
6864,btrmarkets,PissedOff2021,Retweet
6865,DECOR1,DECOR1,Tweet
6866,vanessa63258337,Nxuba__Rhudulu,Retweet
6867,EatsFood2,EatsFood2,Tweet
6868,Nxuba__Rhudulu,Nxuba__Rhudulu,Tweet
6869,awteel,awteel,Tweet
6870,HannahBeck17,HannahBeck17,Tweet
6871,MoBackInHolland,MoBackInHolland,Tweet
6872,CookieSteward,CookieSteward,Tweet
6873,shillabr,CaulfieldTim,Retweet
6874,INVUQT,saveUSA2022,Retweet
6875,Brian71640515,EatsFood2,Retweet
6876,Iwona89567034,sarah_a_u,Retweet
6877,sandi89701936,EatsFood2,Retweet
6878,SillyTweet5,SillyTweet5,Tweet
6879,Iwona89567034,sarah_a_u,Retweet
6880,tomatorose13,tomatorose13,Tweet
6881,chickadee780,youreatreat,Retweet
6882,BTLRadioNews,BTLRadioNews,Tweet
6883,anasanzi0928,FactFinderCOVID,Retweet
6884,PunkRockG1,PunkRockG1,Tweet
6885,CataholicPriest,EatsFood2,Retweet
6886,HmGinYYC,HmGinYYC,Tweet
6887,Crazy_CanuckCan,Crazy_CanuckCan,Tweet
6888,Crazy_CanuckCan,Crazy_CanuckCan,Tweet
6889,silverthornn264,silverthornn264,Tweet
6890,Crazy_CanuckCan,Crazy_CanuckCan,Tweet
6891,upshotme,upshotme,Tweet
6892,10Yetis,10Yetis,Tweet
6893,Satyriander,sarah_a_u,Retweet
6894,davidpugliese,EatsFood2,Retweet
6895,Crazy_CanuckCan,Crazy_CanuckCan,Tweet
6896,Totusporcus,InspGadgetBlogs,Retweet
6897,cvi81,EatsFood2,Retweet
6898,wedeservebett14,wedeservebett14,Tweet
6899,BabeTruth2,videoflyer,Retweet
6900,BartonResident,BartonResident,Tweet
6901,videoflyer,videoflyer,Tweet
6902,AnarchoFaucist,AnarchoFaucist,Tweet
6903,ozzirm,ozzirm,Tweet
6904,jennmhunter,jennmhunter,Tweet
6905,MikeTwome,MikeTwome,Tweet
6906,Jessica_in_SD,Jessica_in_SD,Tweet
6907,hade038,lorelei3112,Retweet
6908,Tintie4,ElkeBabiuk,Retweet
6909,upshotme,upshotme,Tweet
6910,krismeloche,EatsFood2,Retweet
6911,MTk4679,MTk4679,Tweet
6912,EatsFood2,EatsFood2,Tweet
6913,NotaFanToday,EatsFood2,Retweet
6914,lorelei3112,lorelei3112,Tweet
6915,LGBTQMOM_95,LGBTQMOM_95,Tweet
6916,Dis_Col,Dis_Col,Tweet
6917,IDCOBot,HighSpizzle,Retweet
6918,TheStephenRalph,csibike1,Retweet
6919,WinningMN,WinningMN,Tweet
6920,MariaNiCholmain,MariaNiCholmain,Tweet
6921,1loriking,ElkeBabiuk,Retweet
6922,upshotme,upshotme,Tweet
6923,HighSpizzle,HighSpizzle,Tweet
6924,petermbenglish,csibike1,Retweet
6925,krismeloche,EatsFood2,Retweet
6926,SpencerSparky,sarah_a_u,Retweet
6927,lunaperla,mi6rogue,Retweet
6928,NathanKaiser85,Agatha__X,Retweet
6929,ElkeBabiuk,ElkeBabiuk,Tweet
6930,OhmsLaw78,OhmsLaw78,Tweet
6931,EatsFood2,EatsFood2,Retweet
6932,Whhaymd,Whhaymd,Tweet
6933,redalphababe,csibike1,Retweet
6934,terryrickard,terryrickard,Tweet
6935,Kikiflair,Kikiflair,Tweet
6936,show_your_proof,show_your_proof,Tweet
6937,lizrossproudcan,DECOR1,Retweet
6938,upshotme,upshotme,Tweet
6939,Akshayaman070,EatsFood2,Retweet
6940,CryoPerSea,sarah_a_u,Retweet
6941,CryoPerSea,sarah_a_u,Retweet
6942,hbardell1,DECOR1,Retweet
6943,steph_philbrook,videoflyer,Retweet
6944,upshotme,upshotme,Tweet
6945,upshotme,upshotme,Tweet
6946,sakerrie,sarah_a_u,Retweet
6947,prochange1,prochange1,Tweet
6948,Southend_Red,sarah_a_u,Retweet
6949,upshotme,upshotme,Tweet
6950,masterofn01,EatsFood2,Retweet
6951,FarahGhuznavi,FarahGhuznavi,Tweet
6952,AngieCoiro,AngieCoiro,Tweet
6953,upshotme,upshotme,Tweet
6954,cadria04,cadria04,Tweet
6955,LaLaKosply,CarymaRules,Retweet
6956,bauthorfowler,EatsFood2,Retweet
6957,FarahGhuznavi,FarahGhuznavi,Tweet
6958,DieterKlobedanz,lorelei3112,Retweet
6959,HBM26,HBM26,Tweet
6960,JulllietteB,sarah_a_u,Retweet
6961,mrkrkrs,lorelei3112,Retweet
6962,corona_tweet,upshotme,Retweet
6963,KarenK44344,ElkeBabiuk,Retweet
6964,Cindy_Ouellette,EatsFood2,Retweet
6965,upshotme,upshotme,Tweet
6966,AndreaDoremus,AndreaDoremus,Tweet
6967,ScienceNotDogma,ScienceNotDogma,Tweet
6968,Conniption_Fit,ElkeBabiuk,Retweet
6969,Tintie4,ElkeBabiuk,Retweet
6970,ElkeBabiuk,ElkeBabiuk,Tweet
6971,Firstmate1060,Firstmate1060,Tweet
6972,Crazy_CanuckCan,Crazy_CanuckCan,Tweet
6973,Crazy_CanuckCan,Crazy_CanuckCan,Tweet
6974,jonescreek47,jonescreek47,Tweet
6975,Znapkel_Zeppo,CarymaRules,Retweet
6976,MrSm0nt,sarah_a_u,Retweet
6977,OnlyMych3ll3,CarymaRules,Retweet
6978,vallieh80,videoflyer,Retweet
6979,upshotme,upshotme,Tweet
6980,93Kyiv,sarah_a_u,Retweet
6981,MnSpenpal,MnSpenpal,Tweet
6982,BigBruce1972,BartonResident,Retweet
6983,HadesShawn,HadesShawn,Tweet
6984,LLynneIrwin,EatsFood2,Retweet
6985,93Kyiv,sarah_a_u,Retweet
6986,hippyniki,AuthorJoeNBrown,Retweet
6987,kokopuff16,kokopuff16,Tweet
6988,tjmedia2,tjmedia2,Tweet
6989,kokopuff16,kokopuff16,Tweet
6990,twiggy3D,twiggy3D,Tweet
6991,DawnFurey,sarah_a_u,Retweet
6992,DawnFurey,sarah_a_u,Retweet
6993,hbjanuari2022,prochange1,Retweet
6994,calvinkholsclaw,calvinkholsclaw,Tweet
6995,kokopuff16,kokopuff16,Tweet
6996,brian_p_ray,sarah_a_u,Retweet
6997,kokopuff16,kokopuff16,Tweet
6998,tafreee,tafreee,Retweet
6999,VyseSquad,VyseSquad,Tweet
7000,blair_parker,kokopuff16,Retweet
7001,kokopuff16,kokopuff16,Tweet
7002,DAJensen07,DAJensen07,Tweet
7003,Superman_in_TO,Superman_in_TO,Tweet
7004,TheGrandOdditor,TheGrandOdditor,Tweet
7005,IndivisibleInFL,IndivisibleInFL,Tweet
7006,Zout_Zuur,Zout_Zuur,Tweet
7007,Redbrynner,Redbrynner,Tweet
7008,LoveMyCountry_2,LoveMyCountry_2,Tweet
7009,bbardswich,bbardswich,Tweet
7010,lizditz,texasmacguy,Retweet
7011,texasmacguy,texasmacguy,Tweet
7012,runnerjong,jamesjrogers,Retweet
7013,kokopuff16,kokopuff16,Tweet
7014,lornepw,EatsFood2,Retweet
7015,TheFittySwatter,TheFittySwatter,Tweet
7016,upshotme,upshotme,Tweet
7017,AlfredGliddon,sarah_a_u,Retweet
7018,caffeinatedsurf,caffeinatedsurf,Tweet
7019,gardengnome22,gardengnome22,Tweet
7020,ArandomBilly,sarah_a_u,Retweet
7021,SpeirsWendy,ElkeBabiuk,Retweet
7022,debs3759,sarah_a_u,Retweet
7023,Mistywoman1,sarah_a_u,Retweet
7024,haywirestan,kellyfairchild2,Retweet
7025,mrmariosss,sarah_a_u,Retweet
7026,LaLaKosply,kokopuff16,Retweet
7027,rocketreedo,sarah_a_u,Retweet
7028,Tee_n_Eh,Tee_n_Eh,Tweet
7029,Emilian61921747,Emilian61921747,Tweet
7030,kokopuff16,kokopuff16,Tweet
7031,ZeppRatiste,ZeppRatiste,Tweet
7032,HappyHemorrhoid,HappyHemorrhoid,Tweet
7033,sfosean_,sfosean_,Tweet
7034,ht4ecosocialism,sarah_a_u,Retweet
7035,ht4ecosocialism,sarah_a_u,Retweet
7036,kokopuff16,kokopuff16,Tweet
7037,ClaireCozler,sarah_a_u,Retweet
7038,endofmeoldcigar,sarah_a_u,Retweet
7039,endofmeoldcigar,sarah_a_u,Retweet
7040,ClaireCozler,sarah_a_u,Retweet
7041,genechick50,genechick50,Tweet
7042,MikeTwome,MikeTwome,Tweet
7043,Nanda7189,lorelei3112,Retweet
7044,kokopuff16,kokopuff16,Tweet
7045,HunHo7,sarah_a_u,Retweet
7046,PortaMurda,sarah_a_u,Retweet
7047,notlistenning1,InspGadgetBlogs,Retweet
7048,BrokeBritannia,sarah_a_u,Retweet
7049,trumplostbitch,trumplostbitch,Tweet
7050,cryptomeddler,cryptomeddler,Tweet
7051,corrinamottram,sarah_a_u,Retweet
7052,Tee_n_Eh,Tee_n_Eh,Tweet
7053,johndolden78,sarah_a_u,Retweet
7054,sixxisdesigns,sixxisdesigns,Tweet
7055,darley_susan,sarah_a_u,Retweet
7056,ajmcewanuk,sarah_a_u,Retweet
7057,SammySleuth,crooksandliars,Retweet
7058,Lauren4homes2,crooksandliars,Retweet
7059,CallieIsHere12,CallieIsHere12,Tweet
7060,crooksandliars,crooksandliars,Retweet
7061,Tee_n_Eh,Tee_n_Eh,Tweet
7062,Complyorcry,InspGadgetBlogs,Retweet
7063,NotaFanToday,SamvgWr,Retweet
7064,MeshuggeWriter,MeshuggeWriter,Tweet
7065,PhyllisEJones,EatsFood2,Retweet
7066,kokopuff16,kokopuff16,Tweet
7067,ToriatheistTori,sarah_a_u,Retweet
7068,antallan,sarah_a_u,Retweet
7069,upshotme,upshotme,Tweet
7070,LSchaffer16,kellyfairchild2,Retweet
7071,StefanAndrews22,CarymaRules,Retweet
7072,JessJoyce4,sarah_a_u,Retweet
7073,AngieCoiro,AngieCoiro,Retweet
7074,inatimeofdeceit,inatimeofdeceit,Tweet
7075,upshotme,upshotme,Tweet
7076,IlannaPhillips,crooksandliars,Retweet
7077,TeLLitLikeitisg,sarah_a_u,Retweet
7078,Jjwoodcock1,EatsFood2,Retweet
7079,kellyfairchild2,kellyfairchild2,Tweet
7080,maccdy,maccdy,Tweet
7081,haikeaone1,haikeaone1,Tweet
7082,SarahTa27857469,sarah_a_u,Retweet
7083,CaramelCatsby,CaulfieldTim,Retweet
7084,EvilAstronomer1,EvilAstronomer1,Tweet
7085,ShamusBrown1,CarymaRules,Retweet
7086,JudithNewing,ScienceNotDogma,Retweet
7087,ThomasAtcheson,sarah_a_u,Retweet
7088,SirGorden,SirGorden,Tweet
7089,kernelken2,JohnPersinos1,Retweet
7090,Elainebks,sarah_a_u,Retweet
7091,B_Santana26,mark_melbin,Retweet
7092,Sketchb86170725,sarah_a_u,Retweet
7093,ThePokermask,ThePokermask,Tweet
7094,oilluted,oilluted,Tweet
7095,joshygalka4,CarymaRules,Retweet
7096,joshygalka4,CarymaRules,Retweet
7097,joshygalka4,CarymaRules,Retweet
7098,joshygalka4,CarymaRules,Retweet
7099,joshygalka4,CarymaRules,Retweet
7100,joshygalka4,CarymaRules,Retweet
7101,joshygalka4,CarymaRules,Retweet
7102,kokopuff16,kokopuff16,Tweet
7103,FloraLan10,CarymaRules,Retweet
7104,grahamwettone,InspGadgetBlogs,Retweet
7105,seesthedanger,seesthedanger,Tweet
7106,TurnAmericaBlu_,TurnAmericaBlu_,Tweet
7107,kileekie,sarah_a_u,Retweet
7108,Manitowan,Manitowan,Tweet
7109,Hibernaculum23,sarah_a_u,Retweet
7110,Hibernaculum23,sarah_a_u,Retweet
7111,JohnEThibeau,JohnEThibeau,Tweet
7112,Manitowan,Manitowan,Tweet
7113,OnThaMoney,OnThaMoney,Tweet
7114,demipal,demipal,Tweet
7115,Sharky_vs_Evil,Sharky_vs_Evil,Tweet
7116,Sharky_vs_Evil,Sharky_vs_Evil,Tweet
7117,CallMeEOnly,CallMeEOnly,Tweet
7118,AbovetheSod,EatsFood2,Retweet
7119,pqpolitics,pqpolitics,Tweet
7120,ActivistBowen2,ActivistBowen2,Tweet
7121,cathrynev,brandonbentblog,Retweet
7122,RobertsonKI,pqpolitics,Retweet
7123,tafreee,tafreee,Retweet
7124,pqpolitics,pqpolitics,Tweet
7125,IvarTangen,IvarTangen,Tweet
7126,IvarTangen,IvarTangen,Tweet
7127,pqpolitics,pqpolitics,Tweet
7128,respectourmoney,VaxxersAnti,Retweet
7129,seesthedanger,seesthedanger,Tweet
7130,pqpolitics,pqpolitics,Tweet
7131,MikeTwome,MikeTwome,Tweet
7132,upshotme,upshotme,Tweet
7133,Candid_Canuck,Candid_Canuck,Tweet
7134,Do_Good_Stuff,Do_Good_Stuff,Tweet
7135,upshotme,upshotme,Tweet
7136,upshotme,upshotme,Tweet
7137,chimera414,chimera414,Tweet
7138,witchyshroud,CarymaRules,Retweet
7139,Loozinmyrelijun,AlbertaOtoole,Retweet
7140,michaelcoren,michaelcoren,Tweet
7141,sarcasticsista,youreatreat,Retweet
7142,ProMovement1,HadesShawn,Retweet
7143,AlbertaOtoole,AlbertaOtoole,Tweet
7144,DDHart52,DDHart52,Tweet
7145,KissStephanie,KissStephanie,Tweet
7146,viralvideovlogs,wqbelle,Retweet
7147,jessumner,CarymaRules,Retweet
7148,BOOHANAbeats,JohnEThibeau,Retweet
7149,KidCreole,KidCreole,Tweet
7150,nftuptodates,nftuptodates,Tweet
7151,helger1946,helger1946,Tweet
7152,Poison_McIvy_66,Sharky_vs_Evil,Retweet
7153,GamedevSaari,pqpolitics,Retweet
7154,Ingordet,Ingordet,Tweet
7155,Crazy_CanuckCan,Crazy_CanuckCan,Tweet
7156,BudDBarker1,davidchiarelli,Retweet
7157,AreYouEdutained,AreYouEdutained,Tweet
7158,carbon_truth,carbon_truth,Tweet
7159,sandythestone,sandythestone,Tweet
7160,ellisoconnor,WeekOnWednesday,Retweet
7161,rjohn1232,rjohn1232,Tweet
7162,suestroud,Manitowan,Retweet
7163,FROSTEYe,marinhos,Retweet
7164,Blair_Langmuir,Do_Good_Stuff,Retweet
7165,EtrangeraSeoul,marinhos,Retweet
7166,EtrangeraSeoul,rickmarazzani,Retweet
7167,LaResistance01,LaResistance01,Tweet
7168,Discount_commie,pqpolitics,Retweet
7169,Joanieg88,BiancaTheBrave,Retweet
7170,Skillexx,sarah_a_u,Retweet
7171,DennisB05979499,DennisB05979499,Tweet
7172,chucktortellini,chucktortellini,Tweet
7173,WittaTwitta,WittaTwitta,Tweet
7174,pqpolitics,pqpolitics,Tweet
7175,WittaTwitta,WittaTwitta,Tweet
7176,sillymickel,sillymickel,Tweet
7177,LE_Schlatter,LE_Schlatter,Tweet
7178,70Kgordon,70Kgordon,Tweet
7179,Thomas65425756,sarah_a_u,Retweet
7180,autumnwhisperz,CarymaRules,Retweet
7181,yellowlikemust1,CarymaRules,Retweet
7182,IvarTangen,IvarTangen,Tweet
7183,Chamiltonmobile,Chamiltonmobile,Tweet
7184,teiandcake,CarymaRules,Retweet
7185,StutterLoudly,StutterLoudly,Tweet
7186,KellyTurberfie1,ScienceNotDogma,Retweet
7187,daveystew20,daveystew20,Tweet
7188,sueplick,sueplick,Tweet
7189,ahsokatano2021,ahsokatano2021,Tweet
7190,14Vargen14,14Vargen14,Retweet
7191,14Vargen14,14Vargen14,Tweet
7192,Greenbagbles,Obserfant,Retweet
7193,MikeTwome,MikeTwome,Tweet
7194,GucciGoldstein,GucciGoldstein,Tweet
7195,LepidopteraFem,CarymaRules,Retweet
7196,PD_Sable,InspGadgetBlogs,Retweet
7197,Tee_n_Eh,Tee_n_Eh,Tweet
7198,dameemstr,Empath_Coach_RR,Retweet
7199,MikeTwome,MikeTwome,Tweet
7200,ausnznet,ausnznet,Tweet
7201,Obserfant,Obserfant,Tweet
7202,bazzalta,pqpolitics,Retweet
7203,Empath_Coach_RR,Empath_Coach_RR,Tweet
7204,TacoJones11,TacoJones11,Tweet
7205,JvanBaardwijk,JvanBaardwijk,Tweet
7206,ConlonCharles,LarrabeeNed,Retweet
7207,Itiswhatitisok0,Itiswhatitisok0,Tweet
7208,Natasha_KC1,sarah_a_u,Retweet
7209,Soos64792315,Soos64792315,Tweet
7210,_IslandG,pqpolitics,Retweet
7211,Do_Good_Stuff,Do_Good_Stuff,Retweet
7212,EtrangeraSeoul,Nick_Anderson_,Retweet
7213,EtrangeraSeoul,pxmolina,Retweet
7214,EtrangeraSeoul,deAdder,Retweet
7215,EtrangeraSeoul,deAdder,Retweet
7216,EtrangeraSeoul,deAdder,Retweet
7217,TheTammarazzi,TheTammarazzi,Tweet
7218,cjanerosse,cjanerosse,Tweet
7219,V4Victoryagain,V4Victoryagain,Tweet
7220,HsRenaud,HsRenaud,Tweet
7221,StutterLoudly,StutterLoudly,Tweet
7222,FLICKTHEMAN,FLICKTHEMAN,Tweet
7223,Weizen6422,Weizen6422,Tweet
7224,GeoffyPJohnston,GeoffyPJohnston,Tweet
7225,WakeuptimeNOW,WakeuptimeNOW,Tweet
7226,KaneClover,KaneClover,Tweet
7227,vizamondo,vizamondo,Tweet
7228,saada186,saada186,Tweet
7229,cefrcat,sarah_a_u,Retweet
7230,DavidErJohnson,DavidErJohnson,Tweet
7231,StutterLoudly,StutterLoudly,Tweet
7232,mark_melbin,mark_melbin,Tweet
7233,nitenurse2,MJMusicEars,Retweet
7234,WakeuptimeNOW,WakeuptimeNOW,Tweet
7235,1reddragon696,MJMusicEars,Retweet
7236,MJMusicEars,MJMusicEars,Tweet
7237,Yourfriendlyvir,Yourfriendlyvir,Tweet
7238,KalyanChatterG,KalyanChatterG,Tweet
7239,frakydave46,frakydave46,Tweet
7240,sarah40647792,MrCorey,Retweet
7241,Gitchimama,MikeTwome,Retweet
7242,saada186,saada186,Tweet
7243,JustmeAnybody,JustmeAnybody,Tweet
7244,Gitchimama,pqpolitics,Retweet
7245,rowannicus,rowannicus,Tweet
7246,erincandy,JohnEThibeau,Retweet
7247,lane2u,lane2u,Tweet
7248,cblazblaz,cblazblaz,Tweet
7249,SherwinClump,SherwinClump,Tweet
7250,MrCorey,MrCorey,Tweet
7251,LEAVEOTTAWANOW,JohnEThibeau,Retweet
7252,eggleston_darcy,eggleston_darcy,Tweet
7253,BOOHANAbeats,JohnEThibeau,Retweet
7254,BiancaTheBrave,BiancaTheBrave,Retweet
7255,JohnEThibeau,JohnEThibeau,Tweet
7256,erieneco,erieneco,Tweet
7257,CorruptNSW,LawlessJenny,Retweet
7258,ItsyBitsyB0nes,StutterLoudly,Retweet
7259,0ok,0ok,Tweet
7260,LawlessJenny,LawlessJenny,Tweet
7261,4Valerie,michaelcoren,Retweet
7262,GZzyzyx,GZzyzyx,Tweet
7263,SsWowowo,SsWowowo,Tweet
7264,WakeuptimeNOW,WakeuptimeNOW,Tweet
7265,AMemphys,lane2u,Retweet
7266,SsWowowo,SsWowowo,Tweet
7267,ldhambly,ldhambly,Tweet
7268,GairCynthia,GairCynthia,Tweet
7269,WakeuptimeNOW,WakeuptimeNOW,Tweet
7270,christos83x,christos83x,Tweet
7271,GiaJudge,pqpolitics,Retweet
7272,chrizlaster,chrizlaster,Tweet
7273,Sgt__Devildog,Sgt__Devildog,Tweet
7274,WakeuptimeNOW,WakeuptimeNOW,Tweet
7275,KalyanChatterG,KalyanChatterG,Tweet
7276,lazyguy78671946,lazyguy78671946,Tweet
7277,FrenchyCouicoui,FrenchyCouicoui,Tweet
7278,Shelly21685208,Mackay_Sagee,Retweet
7279,Xmyhashtag,InspGadgetBlogs,Retweet
7280,MarieTattersall,WakeuptimeNOW,Retweet
7281,margare61242014,mi6rogue,Retweet
7282,LogosContinuus,LogosContinuus,Tweet
7283,akmaltiger17,akmaltiger17,Tweet
7284,Brenny111222,davidchiarelli,Retweet
7285,ArtofAngles,ArtofAngles,Tweet
7286,100_hapa,jennybencardino,Retweet
7287,DrCSWilliam,jennybencardino,Retweet
7288,Peacelifestyles,Peacelifestyles,Tweet
7289,jennybencardino,jennybencardino,Tweet
7290,RobertB30927225,RobertB30927225,Tweet
7291,BinaBecker,lane2u,Retweet
7292,binarusconi,WittaTwitta,Retweet
7293,Lottevandelind1,sarah_a_u,Retweet
7294,ashm0r,EatsFood2,Retweet
7295,hobodreamer,hobodreamer,Tweet
7296,thenewztub,thenewztub,Tweet
7297,LindaGosbell,mi6rogue,Retweet
7298,LelHulagirl101,LelHulagirl101,Tweet
7299,KrauseForIowa,KrauseForIowa,Retweet
7300,tweet_frankie,tweet_frankie,Tweet
7301,sunday_belle,sarah_a_u,Retweet
7302,angelovitzka,zoe_writes,Retweet
7303,406Yellowstone,zoe_writes,Retweet
7304,JeffKasky,JeffKasky,Tweet
7305,DECOR1,DECOR1,Tweet
7306,cadria04,cadria04,Tweet
7307,zoe_writes,zoe_writes,Tweet
7308,RikDhuyvetters,sarah_a_u,Retweet
7309,sikhc43s,davidchiarelli,Retweet
7310,GZzyzyx,GZzyzyx,Tweet
7311,Deeliberatrix,Deeliberatrix,Tweet
7312,_StuckMike,sarah_a_u,Retweet
7313,tbuytaer,sarah_a_u,Retweet
7314,DylanleeClair,CarymaRules,Retweet
7315,ThaBingBong,ThaBingBong,Retweet
7316,1brbn1scotch,WittaTwitta,Retweet
7317,LeonardVanAs,LeonardVanAs,Tweet
7318,WakeuptimeNOW,WakeuptimeNOW,Tweet
7319,booly_supply,WakeuptimeNOW,Retweet
7320,WakeuptimeNOW,WakeuptimeNOW,Tweet
7321,Stiefloeder1,sarah_a_u,Retweet
7322,8DavezAWeekes,LelHulagirl101,Retweet
7323,MFFLLC,MFFLLC,Tweet
7324,saltnpep,LizabellaBella,Retweet
7325,macwillow5,LelHulagirl101,Retweet
7326,LDeLION,LDeLION,Tweet
7327,LizabellaBella,LizabellaBella,Tweet
7328,ItsThabiso_GN,ItsThabiso_GN,Retweet
7329,CyndiLooHoo4,CumbieJulie,Retweet
7330,Clint_ZA,Clint_ZA,Tweet
7331,aceybuddy,LogosContinuus,Retweet
7332,4Tchat,ItsThabiso_GN,Retweet
7333,superscriber,LelHulagirl101,Retweet
7334,Clint_ZA,Clint_ZA,Tweet
7335,leo811,leo811,Tweet
7336,sillymickel,sillymickel,Tweet
7337,SalmanLowe,LelHulagirl101,Retweet
7338,northway_debbie,LelHulagirl101,Retweet
7339,WakeuptimeNOW,WakeuptimeNOW,Tweet
7340,ItsThabiso_GN,ItsThabiso_GN,Tweet
7341,SotesMcGotes,SotesMcGotes,Tweet
7342,Sheribella6,SsWowowo,Retweet
7343,BlhlhlM,TrueNorth911,Retweet
7344,RafaelM82291056,TrueNorth911,Retweet
7345,RoyWils41582342,TrueNorth911,Retweet
7346,JonathanAliSal,TrueNorth911,Retweet
7347,KissStephanie,KissStephanie,Tweet
7348,javed7744,TrueNorth911,Retweet
7349,vladil13,TrueNorth911,Retweet
7350,Antifa_Bondrac,LelHulagirl101,Retweet
7351,1BigBlogger,1BigBlogger,Tweet
7352,analistaptc06,TrueNorth911,Retweet
7353,beer_nun,LelHulagirl101,Retweet
7354,degree93_degree,TrueNorth911,Retweet
7355,hichemnet081,TrueNorth911,Retweet
7356,KissStephanie,KissStephanie,Tweet
7357,Lefthandluke3,sarah_a_u,Retweet
7358,andreapavez68,kellyfairchild2,Retweet
7359,FakeDoctorReal1,UltimateElijah,Retweet
7360,MicheletIvo,sarah_a_u,Retweet
7361,RanaAlt90086870,TrueNorth911,Retweet
7362,Dennistalksfact,Dennistalksfact,Tweet
7363,Paul68958640,sarah_a_u,Retweet
7364,PhillBiker,PhillBiker,Tweet
7365,Brian71640515,EatsFood2,Retweet
7366,petrocgill,sarah_a_u,Retweet
7367,Enemy_Is_Great,Enemy_Is_Great,Tweet
7368,Andyjillins_SAS,sarah_a_u,Retweet
7369,scuttyoftheyard,InspGadgetBlogs,Retweet
7370,KaneClover,KaneClover,Retweet
7371,or_villan,csibike1,Retweet
7372,KaneClover,KaneClover,Tweet
7373,DoUknwMe4real,Asanda546,Retweet
7374,mulkeenmurray,CarymaRules,Retweet
7375,SandraDunn1955,csibike1,Retweet
7376,Yeehaa25,LelHulagirl101,Retweet
7377,NieuweDagEnKans,NieuweDagEnKans,Tweet
7378,HyperbolicDub,HyperbolicDub,Tweet
7379,WittaTwitta,WittaTwitta,Retweet
7380,WakeuptimeNOW,WakeuptimeNOW,Tweet
7381,LindarLyn,mi6rogue,Retweet
7382,chrism_turner49,sarah_a_u,Retweet
7383,CalvinSwine905,CalvinSwine905,Tweet
7384,GeneralPutnam2,Saintsfan5348,Retweet
7385,koa7a_9,koa7a_9,Tweet
7386,sbh214,csibike1,Retweet
7387,Maneschijn6,sarah_a_u,Retweet
7388,RmwdTek,sarah_a_u,Retweet
7389,johnantifas,mi6rogue,Retweet
7390,droplul1999,sarah_a_u,Retweet
7391,sasada572215861,TrueNorth911,Retweet
7392,Amir10C,TrueNorth911,Retweet
7393,GailCoastie,LelHulagirl101,Retweet
7394,Sergej56196124,TrueNorth911,Retweet
7395,RomanLutsenko3,TrueNorth911,Retweet
7396,AAx1911,TrueNorth911,Retweet
7397,molsi12,TrueNorth911,Retweet
7398,RassidHERIMANJ1,TrueNorth911,Retweet
7399,crazyMan1800,TrueNorth911,Retweet
7400,TallulahTangle,TallulahTangle,Tweet
7401,MahadBinNaeem4,TrueNorth911,Retweet
7402,DjelailiaKarim1,TrueNorth911,Retweet
7403,JacobAn76269223,TrueNorth911,Retweet
7404,pepiermargot,LelHulagirl101,Retweet
7405,CunhaThees,TrueNorth911,Retweet
7406,law83692622,law83692622,Tweet
7407,nimalRightsTrev,BiancaTheBrave,Retweet
7408,kakha58564653,TrueNorth911,Retweet
7409,upshotme,upshotme,Tweet
7410,icebluefish,sarah_a_u,Retweet
7411,NYLonGirl,Glenntwts,Retweet
7412,Glenntwts,Glenntwts,Tweet
7413,sexy_thando,Asanda546,Retweet
7414,ThePhotowagon,ThePhotowagon,Tweet
7415,rjcjenmeg,johnmgillis,Retweet
7416,FreeSpeech_0,sarah_a_u,Retweet
7417,foxesdale,foxesdale,Tweet
7418,1stAnubiis,1stAnubiis,Tweet
7419,ayad_abdulahad,sarah_a_u,Retweet
7420,nexusvisions,nexusvisions,Tweet
7421,mikesarzo,JeffKasky,Retweet
7422,wtx_EU_news,wtx_EU_news,Tweet
7423,spiderval,wtx_EU_news,Retweet
7424,janiceplant1,sarah_a_u,Retweet
7425,edowestra,edowestra,Tweet
7426,centristjim1,centristjim1,Tweet
7427,Bart_Brouwers,sarah_a_u,Retweet
7428,theaseanpost,theaseanpost,Tweet
7429,upshotme,upshotme,Tweet
7430,haywirestan,JohnEThibeau,Retweet
7431,ThePokermask,ThePokermask,Tweet
7432,PenelopeD10,christos83x,Retweet
7433,AnomiePotpourri,AnomiePotpourri,Tweet
7434,ange_kh9,davidchiarelli,Retweet
7435,BhChillin76,sarah_a_u,Retweet
7436,NoJabsEver,sarah_a_u,Retweet
7437,19Dumptrump,1stAnubiis,Retweet
7438,HughSykes,HughSykes,Tweet
7439,s_hellper,LelHulagirl101,Retweet
7440,viralvideovlogs,mkrivich,Retweet
7441,mkrivich,mkrivich,Tweet
7442,mkrivich,mkrivich,Tweet
7443,upshotme,upshotme,Tweet
7444,virgiliocorrado,virgiliocorrado,Tweet
7445,MatthewAllens73,MatthewAllens73,Tweet
7446,RadioProletrio,RadioProletrio,Tweet
7447,Ericrqueen,CompanyManComic,Retweet
7448,toniadyson1010,toniadyson1010,Tweet
