,User_A,User_B,Interaction
635,carrotriversask,EatsFood2,Retweet
636,PeteHullah,PeteHullah,Tweet
637,sparkyb1,sparkyb1,Tweet
638,carrotriversask,CarymaRules,Retweet
639,Badhombre2018,MikeThomey,Retweet
640,MandyCroning,CarymaRules,Retweet
641,viralvideovlogs,wqbelle,Retweet
642,PatriciaQuilts,sfpelosi,Retweet
643,RipDaJUULz,RipDaJUULz,Tweet
644,viralvideovlogs,wqbelle,Retweet
645,SamHarp65562239,MikeThomey,Retweet
646,noliesor,CarymaRules,Retweet
647,wqbelle,wqbelle,Tweet
648,DocVerdant,DocVerdant,Tweet
649,SamJKatz,CarymaRules,Retweet
650,RennielVisterie,CarymaRules,Retweet
651,g1girlondeck,sfpelosi,Retweet
652,elvispocomo,CarymaRules,Retweet
653,Toronto_Bot,pqpolitics,Retweet
654,naturalbabes,CarymaRules,Retweet
655,pqpolitics,pqpolitics,Tweet
656,Eric_Doherty,Eric_Doherty,Tweet
657,Independencefo7,davemacladd,Retweet
658,idontshutup,MikeThomey,Retweet
659,smiley37555,CarymaRules,Retweet
660,hot_afa,CarymaRules,Retweet
661,Mme_Teajay,CarymaRules,Retweet
662,Joni_Looking,CarymaRules,Retweet
663,lizditz,sfpelosi,Retweet
664,Joni_Looking,CarymaRules,Retweet
665,Breezy2345,sfpelosi,Retweet
666,Joni_Looking,CarymaRules,Retweet
667,saturdayartisan,davemacladd,Retweet
668,Brooklynwatch,sfpelosi,Retweet
669,spookybun,MikeThomey,Retweet
670,yourforties,yourforties,Tweet
671,spookybun,TheAntiKaren1st,Retweet
672,TheAntiKaren1st,TheAntiKaren1st,Tweet
673,Francoi25385871,davemacladd,Retweet
674,naturalbabes,CarymaRules,Retweet
675,pepsitle,CarymaRules,Retweet
676,LovetheMOUNTIES,sfpelosi,Retweet
677,CarmenShier,CarymaRules,Retweet
678,naturalbabes,CarymaRules,Retweet
679,PureShakti,CarymaRules,Retweet
680,AnnReher,AnnReher,Tweet
681,elysium0820,CarymaRules,Retweet
682,TheAntiKaren1st,TheAntiKaren1st,Tweet
683,LCWF_TBK,davemacladd,Retweet
684,Twinaided,davemacladd,Retweet
685,MadDolley,CarymaRules,Retweet
686,naturalbabes,CarymaRules,Retweet
687,EIizabethSays,CarymaRules,Retweet
688,oasis1948,michaelcoren,Retweet
689,LaLaKosply,CarymaRules,Retweet
690,XeelaXiu,XeelaXiu,Tweet
691,ggreeneyes1975,CarymaRules,Retweet
692,NickDWhitehead,davemacladd,Retweet
693,margssister,ElkeBabiuk,Retweet
694,Rupi_tweets,davemacladd,Retweet
695,NancyFulmer7,sfpelosi,Retweet
696,notaxescalgary,notaxescalgary,Tweet
697,DescendedViking,CarymaRules,Retweet
698,LiberalPatriotx,CarymaRules,Retweet
699,LastWave_,LastWave_,Tweet
700,Jake50009,CarymaRules,Retweet
701,notaxescalgary,notaxescalgary,Tweet
702,Cindy_Ouellette,CarymaRules,Retweet
703,notaxescalgary,notaxescalgary,Tweet
704,Vdweller,davemacladd,Retweet
705,ElkeBabiuk,ElkeBabiuk,Tweet
706,BurtonAlexand14,BurtonAlexand14,Tweet
707,LeeB01673265,CarymaRules,Retweet
708,spookybun,CarymaRules,Retweet
709,wavetossed,Eric_Doherty,Retweet
710,VelvetDunn4,CarymaRules,Retweet
711,Fruich,davemacladd,Retweet
712,roxannelwright,CarymaRules,Retweet
713,kmeeo,sfpelosi,Retweet
714,ReasonableCana1,CarymaRules,Retweet
715,LeeB01673265,CarymaRules,Retweet
716,notaxescalgary,notaxescalgary,Tweet
717,aquarius1049,CarymaRules,Retweet
718,KrysJ71,CarymaRules,Retweet
719,ChrisDBowen,ChrisDBowen,Tweet
720,ClaireBearLife,CarymaRules,Retweet
721,Papaschase2,CarymaRules,Retweet
722,roxannelwright,CarymaRules,Retweet
723,notaxescalgary,notaxescalgary,Tweet
724,MitchTreehugger,CarymaRules,Retweet
725,Joni_Looking,CarymaRules,Retweet
726,bigsugar999,CarymaRules,Retweet
727,roxannelwright,CarymaRules,Retweet
728,roxannelwright,CarymaRules,Retweet
729,TanyaPlusCoffee,CarymaRules,Retweet
730,roxannelwright,CarymaRules,Retweet
731,roxannelwright,CarymaRules,Retweet
732,Kbrand133,ItBodes,Retweet
733,Celestebyrne3,sfpelosi,Retweet
734,stamps_fan81,CarymaRules,Retweet
735,RonProuse5,CarymaRules,Retweet
736,mzvividlyfoxxy,CarymaRules,Retweet
737,teafortwo_c,CarymaRules,Retweet
738,cjacchris8,CarymaRules,Retweet
739,cgthomas51,davemacladd,Retweet
740,LaLaKosply,CarymaRules,Retweet
741,Saint_coke,CarymaRules,Retweet
742,LaLaKosply,CarymaRules,Retweet
743,SmoneyCarbs,davemacladd,Retweet
744,WakeuptimeNOW,WakeuptimeNOW,Tweet
745,WakeuptimeNOW,WakeuptimeNOW,Tweet
746,WakeuptimeNOW,WakeuptimeNOW,Tweet
747,WakeuptimeNOW,WakeuptimeNOW,Tweet
748,WakeuptimeNOW,WakeuptimeNOW,Tweet
749,WakeuptimeNOW,WakeuptimeNOW,Tweet
750,ncallaghan4,davemacladd,Retweet
751,coastofcanada,CarymaRules,Retweet
752,Selectskap,michaelcoren,Retweet
753,Clint_ZA,Clint_ZA,Tweet
754,Catheri36455257,sfpelosi,Retweet
755,darkcanadadays,CarymaRules,Retweet
756,babsbutterfly2,CarymaRules,Retweet
757,keyacgomes,michaelcoren,Retweet
758,Phirology,CarymaRules,Retweet
759,richgooner1886,davemacladd,Retweet
760,YYZBound,CarymaRules,Retweet
761,JenH0821,sfpelosi,Retweet
762,KrisG_Ottawa,CarymaRules,Retweet
763,etxberria55,etxberria55,Tweet
764,bachesonw,sfpelosi,Retweet
765,Gyggy,sfpelosi,Retweet
766,samyoscar,samyoscar,Tweet
767,superllama25,CarymaRules,Retweet
768,sharpteach,davemacladd,Retweet
769,MonarchMadi,CarymaRules,Retweet
770,forrest_mark,davemacladd,Retweet
771,nakesha_horsey,sfpelosi,Retweet
772,jrsamplesbr549,CarymaRules,Retweet
773,DrSpockets,CarymaRules,Retweet
774,CarymaRules,CarymaRules,Retweet
775,CarymaRules,CarymaRules,Retweet
776,jan_kas,actualiteitjunk,Retweet
777,CarymaRules,CarymaRules,Retweet
778,CarymaRules,CarymaRules,Retweet
779,CarymaRules,CarymaRules,Retweet
780,CarymaRules,CarymaRules,Retweet
781,CarymaRules,CarymaRules,Retweet
782,CarymaRules,CarymaRules,Retweet
783,CarymaRules,CarymaRules,Retweet
784,CarymaRules,CarymaRules,Retweet
785,CarymaRules,CarymaRules,Retweet
786,pqpolitics,pqpolitics,Tweet
787,JohnAlcornMusic,JohnAlcornMusic,Tweet
788,ABrosnikoff,CarymaRules,Retweet
789,ABrosnikoff,CarymaRules,Retweet
790,fjetgi9lv,CarymaRules,Retweet
791,AdvocateCal,davemacladd,Retweet
792,der_commissar,davemacladd,Retweet
793,absinthe,CarymaRules,Retweet
794,DrVxD,davemacladd,Retweet
795,Melanie4855,davemacladd,Retweet
796,_sprill22,davemacladd,Retweet
797,LornaMulhern,davemacladd,Retweet
798,bugeyeandme,bugeyeandme,Tweet
799,Gray4Jay,WittaTwitta,Retweet
800,Wings2806,davemacladd,Retweet
801,natcatvins,davemacladd,Retweet
802,WilliamJamesLe1,CarymaRules,Retweet
803,WilliamJamesLe1,CarymaRules,Retweet
804,WilliamJamesLe1,CarymaRules,Retweet
805,WilliamJamesLe1,CarymaRules,Retweet
806,WilliamJamesLe1,CarymaRules,Retweet
807,WilliamJamesLe1,CarymaRules,Retweet
808,darthbonn,CarymaRules,Retweet
809,FreeCrackCast,FreeCrackCast,Tweet
810,Phirology,CarymaRules,Retweet
811,ResonanzMedia,XeelaXiu,Retweet
812,catheoret,CarymaRules,Retweet
813,judgedreid,davemacladd,Retweet
814,WilliamJamesLe1,CarymaRules,Retweet
815,WilliamJamesLe1,CarymaRules,Retweet
816,juliastratton4,davemacladd,Retweet
817,J_T_F_C,J_T_F_C,Tweet
818,NewPatchMomma,CarymaRules,Retweet
819,FinlandExplorer,FinlandExplorer,Tweet
820,Asmodious666,Asmodious666,Tweet
821,ProjectsHogan,CarymaRules,Retweet
822,deblindenas,CarymaRules,Retweet
823,WilliamJamesLe1,CarymaRules,Retweet
824,david_relph,davemacladd,Retweet
825,iFingers,CarymaRules,Retweet
826,LuisSanchezCA_,CarymaRules,Retweet
827,darkcanadadays,CarymaRules,Retweet
828,Elaina_the_Good,ElkeBabiuk,Retweet
829,Shayan86,CarymaRules,Retweet
830,LDobrae,MusicOfU,Retweet
831,DevilsAdvo1971,davemacladd,Retweet
832,MadseaMaduca,MadseaMaduca,Tweet
833,Bobbysunset,davemacladd,Retweet
834,Clint_ZA,Clint_ZA,Tweet
835,kuikkap,kuikkap,Tweet
836,macgyver_p,CarymaRules,Retweet
837,SuePatrooper,davemacladd,Retweet
838,4Tchat,ArenZweis,Retweet
839,Arc_Husky,CarymaRules,Retweet
840,FinlandExplorer,FinlandExplorer,Tweet
841,bdenovan,CarymaRules,Retweet
842,Howmeistergen,davemacladd,Retweet
843,CoW_mAn,CarymaRules,Retweet
844,Andy__Bullock,davemacladd,Retweet
845,ActivistBowen2,ActivistBowen2,Tweet
846,btravennt,CarymaRules,Retweet
847,FunctionGaynor,sallyanna25,Retweet
848,ActivistBowen2,ActivistBowen2,Tweet
849,chaoticgood1980,CarymaRules,Retweet
850,BrexitPhobe,BrexitPhobe,Tweet
851,layznomad,CarymaRules,Retweet
852,JoanneCangal,CarymaRules,Retweet
853,JoanneCangal,CarymaRules,Retweet
854,ButcherBill_,ButcherBill_,Tweet
855,chaoticgood1980,CarymaRules,Retweet
856,RennielVisterie,CarymaRules,Retweet
857,RedBlackWhite8,davemacladd,Retweet
858,cjsmart2920,davemacladd,Retweet
859,jagxjr40,davemacladd,Retweet
860,Tracysnps,sfpelosi,Retweet
861,1eSolutionAgent,samyoscar,Retweet
862,sallyanna25,sallyanna25,Tweet
863,drb54998591,davemacladd,Retweet
864,BrexitBuster,davemacladd,Retweet
865,Chinook87,CarymaRules,Retweet
866,DianeDelavallee,CarymaRules,Retweet
867,Edde05367886,Asanda546,Retweet
868,LaPinkRes,LaPinkRes,Tweet
869,DianeMariePosts,CarymaRules,Retweet
870,RuthvenPhilip,RuthvenPhilip,Retweet
871,RuthvenPhilip,RuthvenPhilip,Tweet
872,PickledTink12,davemacladd,Retweet
873,ObstreperousG,PhilMCTyke,Retweet
874,JayneBarnard1,CarymaRules,Retweet
875,Jalil43489176,Jalil43489176,Tweet
876,AbelFris,AbelFris,Tweet
877,JackHughes7,davemacladd,Retweet
878,MonaghanCalum,davemacladd,Retweet
879,JohnAlcornMusic,JohnAlcornMusic,Tweet
880,absinthe,sfpelosi,Retweet
881,HarryRasmussen,CarymaRules,Retweet
882,ArenZweis,ArenZweis,Tweet
883,FinlandExplorer,FinlandExplorer,Tweet
884,ourscreatif,PeteHullah,Retweet
885,IrPsych,PhilMCTyke,Retweet
886,JoanneCangal,ElkeBabiuk,Retweet
887,J_Bowman7,CarymaRules,Retweet
888,CalvinSwine905,CarymaRules,Retweet
889,CoronaAanval,CoronaAanval,Tweet
890,JohnnyLaRueTO,CarymaRules,Retweet
891,clouthub,Cliveref,Retweet
892,CanadianWeedWiz,MikeThomey,Retweet
893,turnipmangle,CarymaRules,Retweet
894,jenlogan1984,MusicOfU,Retweet
895,PEARLEESHOP1,PEARLEESHOP1,Tweet
896,joe_warmington,CarymaRules,Retweet
897,thecryptotit,Ash71379626,Retweet
898,ActivistBowen2,ActivistBowen2,Tweet
899,AllysaJaydenTO,CarymaRules,Retweet
900,CathedralBirds,CathedralBirds,Tweet
901,ColonelAngus17,CarymaRules,Retweet
902,robertoathomie,CarymaRules,Retweet
903,littlecindy71,CarymaRules,Retweet
904,GeoffGWilson,CarymaRules,Retweet
905,MrPotat52748843,MrPotat52748843,Tweet
906,ubervaper,CarymaRules,Retweet
907,bobreyes,bobreyes,Tweet
908,edwards0819,edwards0819,Tweet
909,Clint_ZA,Clint_ZA,Tweet
910,Cliveref,Cliveref,Tweet
911,sickofhype,CarymaRules,Retweet
912,Ann19851873,CarymaRules,Retweet
913,confidence4life,davemacladd,Retweet
914,curmudgeonAB2,CarymaRules,Retweet
915,FadingTeacher,FadingTeacher,Tweet
916,MrPotat52748843,MrPotat52748843,Tweet
917,WittaTwitta,WittaTwitta,Retweet
918,Petal42834200,davemacladd,Retweet
919,bkmeskey48,CarymaRules,Retweet
920,MaudeBarlow,CarymaRules,Retweet
921,janfeghia,davemacladd,Retweet
922,FozzieBear88,CarymaRules,Retweet
923,SadofBallantrae,davemacladd,Retweet
924,fjetgi9lv,CarymaRules,Retweet
925,viralvideovlogs,Clint_ZA,Retweet
926,Clint_ZA,Clint_ZA,Tweet
927,1stSourceHR,michaelcoren,Retweet
928,DonlasAdbe,DonlasAdbe,Tweet
929,TetsuKaba,sfpelosi,Retweet
930,Natasha_KC1,davemacladd,Retweet
931,drewee121,davemacladd,Retweet
932,btravennt,CarymaRules,Retweet
933,BrexitPhobe,BrexitPhobe,Retweet
934,gvs368,davemacladd,Retweet
935,EllaFle47164315,fullfacecolor,Retweet
936,MamaBof3_,CarymaRules,Retweet
937,pat_sandy,CompanyManComic,Retweet
938,racetrack275,davemacladd,Retweet
939,FrameToFrameBJ,CarymaRules,Retweet
940,BruceVConway,CarymaRules,Retweet
941,TheGrumpyBitch,TheGrumpyBitch,Tweet
942,HiddenPrisoner,CarymaRules,Retweet
943,pqpolitics,pqpolitics,Tweet
944,AWG4Life,CarymaRules,Retweet
945,NurseKnuckles,NurseKnuckles,Tweet
946,Gibo1971,davemacladd,Retweet
947,MichellesDude,MichellesDude,Retweet
948,MichellesDude,MichellesDude,Tweet
949,curlyintj,CarymaRules,Retweet
950,YesIWant12,CarymaRules,Retweet
951,nicolaiff,CarymaRules,Retweet
952,wavetop,pqpolitics,Retweet
953,akhilgarg_,akhilgarg_,Tweet
954,Whyrllwynnd777,stustin,Retweet
955,realfatapollo,realfatapollo,Tweet
956,TheoJans1,TheoJans1,Tweet
957,jonmcdevitt,davemacladd,Retweet
958,rhubarbcrum,rhubarbcrum,Tweet
959,pqpolitics,pqpolitics,Tweet
960,Wiener_Chronist,Wiener_Chronist,Tweet
961,MaryZwack,Cliveref,Retweet
962,johndowe49,CarymaRules,Retweet
963,bobreyes,bobreyes,Tweet
964,bobreyes,bobreyes,Tweet
965,nutmeg62,CarymaRules,Retweet
966,VenousRising,VenousRising,Tweet
967,jean_knowles,jean_knowles,Tweet
968,TejpaulKaloe,CarymaRules,Retweet
969,ciudadanonieve,CarymaRules,Retweet
970,MoonGlo33,CarymaRules,Retweet
971,FinlandExplorer,FinlandExplorer,Tweet
972,empertjes_,Jalil43489176,Retweet
973,tcashman21,CarymaRules,Retweet
974,Miz42,davemacladd,Retweet
975,FinlandExplorer,FinlandExplorer,Tweet
976,FinlandExplorer,FinlandExplorer,Tweet
977,belder100,cindian1,Retweet
978,FinlandExplorer,FinlandExplorer,Tweet
979,mkrivich,mkrivich,Tweet
980,No500095922,No500095922,Tweet
981,megvcm,CarymaRules,Retweet
982,BeKindAlways00,CarymaRules,Retweet
983,joe_warmington,CarymaRules,Retweet
984,seriberg88,CarymaRules,Retweet
985,theKeenUrbanist,CarymaRules,Retweet
986,777cloth,CarymaRules,Retweet
987,kayaking_canada,CarymaRules,Retweet
988,JacobRAdkins,CarymaRules,Retweet
989,anthonycwalker,CarymaRules,Retweet
990,RaisingMyBoyz,CarymaRules,Retweet
991,jacmacey,CarymaRules,Retweet
992,julepandme,CarymaRules,Retweet
993,KissStephanie,KissStephanie,Tweet
994,bee2216,CarymaRules,Retweet
995,only1tonid,CarymaRules,Retweet
996,Rebecca_ry_can,CarymaRules,Retweet
997,whoulooknat,CarymaRules,Retweet
998,Rebecca_ry_can,CarymaRules,Retweet
999,lovetina1011,CarymaRules,Retweet
1000,Ojibray,CarymaRules,Retweet
1001,AvaJeromeStan,CarymaRules,Retweet
1002,amac_1001,CarymaRules,Retweet
1003,MJMusicEars,MJMusicEars,Tweet
1004,jaytee1345,CarymaRules,Retweet
1005,miztwocents13,CarymaRules,Retweet
1006,NAFTELWORLD,CarymaRules,Retweet
1007,BrainySam,CarymaRules,Retweet
1008,ParkAvenue_Ash,CarymaRules,Retweet
1009,Do_Good_Stuff,Do_Good_Stuff,Retweet
1010,Gonzothefacey,CarymaRules,Retweet
1011,dedicated2chaos,CarymaRules,Retweet
1012,kristinaEBP,CarymaRules,Retweet
1013,JudithM52103345,CarymaRules,Retweet
1014,Britt14251800,akhilgarg_,Retweet
1015,bookwych,CarymaRules,Retweet
1016,StoneyHeart4,CarymaRules,Retweet
1017,JRhobbs,CarymaRules,Retweet
1018,ShamanaDreams,ShamanaDreams,Tweet
1019,BarryS2oh,CarymaRules,Retweet
1020,johnandira,CarymaRules,Retweet
1021,4Tchat,akhilgarg_,Retweet
1022,town1012,ElkeBabiuk,Retweet
1023,deevarobb,CarymaRules,Retweet
1024,justessb,michaelcoren,Retweet
1025,ActivistBowen2,ActivistBowen2,Tweet
1026,AustonsStachews,CarymaRules,Retweet
1027,themtgwhisperer,CarymaRules,Retweet
1028,redwhiteprinces,CarymaRules,Retweet
1029,dogstar7tweets,CarymaRules,Retweet
1030,ActivistBowen2,ActivistBowen2,Tweet
1031,JOgalstad,Cliveref,Retweet
1032,mikey_gasdoc,davemacladd,Retweet
1033,SeanFinnigan5,CarymaRules,Retweet
1034,CandaceKYoung,CarymaRules,Retweet
1035,mysteahag,CarymaRules,Retweet
1036,erika_biddle,CarymaRules,Retweet
1037,DFisman,CarymaRules,Retweet
1038,_meridianfire_,CarymaRules,Retweet
1039,Hoosier84,Hoosier84,Tweet
1040,SirGorden,SirGorden,Tweet
1041,FinlandExplorer,FinlandExplorer,Tweet
1042,bruceg87,davemacladd,Retweet
1043,ShamanaDreams,ShamanaDreams,Tweet
1044,SenpaiG38289399,DJ____Red,Retweet
1045,jfav41,jfav41,Tweet
1046,DJ____Red,DJ____Red,Tweet
1047,MrYesWeCan,MrYesWeCan,Tweet
1048,rchamiltonpeng,CarymaRules,Retweet
1049,Alllwftopic,sfpelosi,Retweet
1050,ShelleyPillipow,CarymaRules,Retweet
1051,drawaerdna,CarymaRules,Retweet
1052,KevlarKitten,CarymaRules,Retweet
1053,qnodrknss,qnodrknss,Tweet
1054,Canadarocks151,CarymaRules,Retweet
1055,Corinap22,CarymaRules,Retweet
1056,Papaschase2,the_NBHM,Retweet
1057,doje51,CarymaRules,Retweet
1058,raepat,michaelcoren,Retweet
1059,FireAndIce48,CarymaRules,Retweet
1060,blondroast,CarymaRules,Retweet
1061,Garnet_2203,michaelcoren,Retweet
1062,Sword1204,CarymaRules,Retweet
1063,natelacroix,CarymaRules,Retweet
1064,beetrix,CarymaRules,Retweet
1065,Tlemieux4,CarymaRules,Retweet
1066,grimeysgal,CarymaRules,Retweet
1067,PeterJBayman,CarymaRules,Retweet
1068,itsmeganherself,CarymaRules,Retweet
1069,btravennt,CarymaRules,Retweet
1070,graeme_from_IT,graeme_from_IT,Tweet
1071,sarwa435,CarymaRules,Retweet
1072,terrybolea1,CarymaRules,Retweet
1073,norargh1,CarymaRules,Retweet
1074,mcfslaw,mcfslaw,Tweet
1075,PeterJBayman,CarymaRules,Retweet
1076,tcottawa,CarymaRules,Retweet
1077,gail_sloane,stustin,Retweet
1078,Lycan1090,the_NBHM,Retweet
1079,teiandcake,CarymaRules,Retweet
1080,littleone7156,sfpelosi,Retweet
1081,fastbomb,CarymaRules,Retweet
1082,MIAnewarcher,CarymaRules,Retweet
1083,allwonky,sfpelosi,Retweet
1084,katydogcrazy,CarymaRules,Retweet
1085,SuDoeName,CarymaRules,Retweet
1086,CoreBears,sfpelosi,Retweet
1087,thankusoftware,CarymaRules,Retweet
1088,warfaservices,CarymaRules,Retweet
1089,HighSpizzle,HighSpizzle,Tweet
1090,StephSwisher934,sfpelosi,Retweet
1091,sfpelosi,sfpelosi,Retweet
1092,LoonAuntie,sfpelosi,Retweet
1093,pattyjoy60,CarymaRules,Retweet
1094,greatlifepsych,CarymaRules,Retweet
1095,LisaGallant1,LisaGallant1,Tweet
1096,Malibukd64,CarymaRules,Retweet
1097,mary28653912,sfpelosi,Retweet
1098,Coimin_T,CarymaRules,Retweet
1099,chuckgordon18,sfpelosi,Retweet
1100,cochraf,CarymaRules,Retweet
1101,sandi89701936,CarymaRules,Retweet
1102,Socratic1,sfpelosi,Retweet
1103,OgreRay,CarymaRules,Retweet
1104,WakeuptimeNOW,WakeuptimeNOW,Tweet
1105,lifemorecowbell,CarymaRules,Retweet
1106,APCrowley,NurseKnuckles,Retweet
1107,krismeloche,CarymaRules,Retweet
1108,jfav41,CarymaRules,Retweet
1109,senayitb,CarymaRules,Retweet
1110,LPJ_lpj,CarymaRules,Retweet
1111,Gimzatron,CarymaRules,Retweet
1112,emgfind,CarymaRules,Retweet
1113,FightTheCovid,NormyPish,Retweet
1114,annrovetto,michaelcoren,Retweet
1115,Sueworld,davemacladd,Retweet
1116,JeffreyLuscombe,michaelcoren,Retweet
1117,EvaColin9,sfpelosi,Retweet
1118,katydogcrazy,CarymaRules,Retweet
1119,cochraf,CarymaRules,Retweet
1120,TerryFr20475694,michaelcoren,Retweet
1121,mattlef2,ShamanaDreams,Retweet
1122,Mrhockey1231,CarymaRules,Retweet
1123,johndowe49,CarymaRules,Retweet
1124,frawsy2010,michaelcoren,Retweet
1125,OstaraSly,CarymaRules,Retweet
1126,WakeuptimeNOW,WakeuptimeNOW,Tweet
1127,thewholeway,CarymaRules,Retweet
1128,__leahellen,CarymaRules,Retweet
1129,VicBonilla,VicBonilla,Tweet
1130,meredithheron,CarymaRules,Retweet
1131,MrAubreyCodes,sfpelosi,Retweet
1132,RubyDee74692069,CarymaRules,Retweet
1133,KM0331,CarymaRules,Retweet
1134,KenSmith001,CarymaRules,Retweet
1135,flutezilla,CarymaRules,Retweet
1136,HilaryChambers1,CarymaRules,Retweet
1137,kellyfairchild2,kellyfairchild2,Tweet
1138,flutezilla,CarymaRules,Retweet
1139,kendallrworth,CarymaRules,Retweet
1140,FearlesslyJulii,CarymaRules,Retweet
1141,unitymarguerite,CarymaRules,Retweet
1142,kendallrworth,CarymaRules,Retweet
1143,lloydrsmith77,citylife28,Retweet
1144,Gale20834747,CarymaRules,Retweet
1145,JenWeddell,CarymaRules,Retweet
1146,lico7,CarymaRules,Retweet
1147,Omi_082,CarymaRules,Retweet
1148,Goose_cp,CarymaRules,Retweet
1149,kayaking_canada,CarymaRules,Retweet
1150,351ScientzCFC,CarymaRules,Retweet
1151,yvonne75898335,CarymaRules,Retweet
1152,Arcane_Jill,CarymaRules,Retweet
1153,LoriRosmus,CarymaRules,Retweet
1154,AnneOttley4,michaelcoren,Retweet
1155,_catherineml,CarymaRules,Retweet
1156,cousinlucas,CarymaRules,Retweet
1157,T0tallyn0tPr1me,CarymaRules,Retweet
1158,Deb_Is_Young,CarymaRules,Retweet
1159,missp666,CarymaRules,Retweet
1160,RyallGerry,citylife28,Retweet
1161,ta06,CarymaRules,Retweet
1162,morty162,CarymaRules,Retweet
1163,HRHLou,Hellakew12345,Retweet
1164,LaurenMentiplay,CarymaRules,Retweet
1165,trumpkilledcan1,CarymaRules,Retweet
1166,JYBabineau,CarymaRules,Retweet
1167,estherpatriciat,CarymaRules,Retweet
1168,StamkosHedman,CarymaRules,Retweet
1169,MtnMod,CarymaRules,Retweet
1170,trumpkilledcan1,CarymaRules,Retweet
1171,billied7,billied7,Tweet
1172,fortier654,CarymaRules,Retweet
1173,FaucherCL,CarymaRules,Retweet
1174,m_yhip,CarymaRules,Retweet
1175,c_chickpea,CarymaRules,Retweet
1176,adwilkin79,CarymaRules,Retweet
1177,KrisChau,CarymaRules,Retweet
1178,martindobing,CarymaRules,Retweet
1179,Altavistagoogle,CarymaRules,Retweet
1180,TrdisOprtr,CarymaRules,Retweet
1181,lind_z_k,LarLafren,Retweet
1182,1loriking,CarymaRules,Retweet
1183,AdamBolt13,CarymaRules,Retweet
1184,shifter_cat,CarymaRules,Retweet
1185,imjustatrolll,michaelcoren,Retweet
1186,Princessofawake,Jalil43489176,Retweet
1187,chihuu,CarymaRules,Retweet
1188,Imane_tanger,Jalil43489176,Retweet
1189,leslie_stallard,CarymaRules,Retweet
1190,zchamu,CarymaRules,Retweet
1191,ragemachineCAN,CarymaRules,Retweet
1192,butterbaugh15,sfpelosi,Retweet
1193,Tboneator64,LarLafren,Retweet
1194,haywirestan,RantAndRave_sb,Retweet
1195,TrabbsBoy,CarymaRules,Retweet
1196,maggiejedrasik,CarymaRules,Retweet
1197,LarLafren,LarLafren,Tweet
1198,DefundTheGOP101,CarymaRules,Retweet
1199,MartinPujdak,sfpelosi,Retweet
1200,dianneathome,CarymaRules,Retweet
1201,OnlyMych3ll3,CarymaRules,Retweet
1202,VincBeaudry,CarymaRules,Retweet
1203,johndowe49,CarymaRules,Retweet
1204,SRobertson597,CarymaRules,Retweet
1205,SFlammier,CarymaRules,Retweet
1206,thorchrs,thorchrs,Tweet
1207,DustSpeckDwllr,sfpelosi,Retweet
1208,16Canuckfan,CarymaRules,Retweet
1209,OlafFub4Prez,CarymaRules,Retweet
1210,RantAndRave_sb,RantAndRave_sb,Tweet
1211,paddytoland,paddytoland,Tweet
1212,U63020121,CarymaRules,Retweet
1213,Rocko544,Rocko544,Tweet
1214,nehoez,CarymaRules,Retweet
1215,CarmenShier,CarymaRules,Retweet
1216,tarofufu,CarymaRules,Retweet
1217,VaxxersAnti,CarymaRules,Retweet
1218,fjetgi9lv,CarymaRules,Retweet
1219,CarymaRules,CarymaRules,Tweet
1220,PolarBears2011,PolarBears2011,Tweet
1221,JordanShhh,sfpelosi,Retweet
1222,liz_hall_e,CarymaRules,Retweet
1223,HamiltonJohnD,CarymaRules,Retweet
1224,TerryPolevoy,CarymaRules,Retweet
1225,hburkitt,CarymaRules,Retweet
1226,superQ,CarymaRules,Retweet
1227,ShamanaDreams,ShamanaDreams,Tweet
1228,rouquinne,CarymaRules,Retweet
1229,HollywoodBlvd1,sfpelosi,Retweet
1230,CarymaRules,CarymaRules,Tweet
1231,BonniBK,sfpelosi,Retweet
1232,divergentTea,CarymaRules,Retweet
1233,CoreyStorm,deb_calgary,Retweet
1234,VaxxersAnti,VaxxersAnti,Tweet
1235,GetBAC,CarymaRules,Retweet
1236,anik1968,CheriDiNovo,Retweet
1237,caseyb1971,CheriDiNovo,Retweet
1238,CarymaRules,CarymaRules,Tweet
1239,tinhal123,CarymaRules,Retweet
1240,BenefitsLife_ca,CarymaRules,Retweet
1241,StutterLoudly,StutterLoudly,Tweet
1242,kerryEfeeney,CarymaRules,Retweet
1243,EricBunnyBlair,CarymaRules,Retweet
1244,JustWatchMe14,CarymaRules,Retweet
1245,Brae3905B,CarymaRules,Retweet
1246,JPC07,CarymaRules,Retweet
1247,momwright6,CarymaRules,Retweet
1248,DaleGeldart,CarymaRules,Retweet
